"treat","codelines","ln_codelines_1","log2_codelines","log2_codelines_1"
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,989,6.897705078125,9.94982624053955,9.95128440856934
1,46,3.85014748573303,5.52356195449829,5.55458879470825
1,71,4.27666616439819,6.14974689483643,6.16992521286011
1,51,3.95124363899231,5.67242527008057,5.70043992996216
1,0,0,NA,0
1,0,0,NA,0
1,1,0.6931471824646,0,1
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,2484,7.81802797317505,11.2784490585327,11.2790298461914
1,0,0,NA,0
1,126,4.84418725967407,6.9772801399231,6.98868465423584
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,2295,7.7389235496521,11.1642780303955,11.16490650177
1,0,0,NA,0
1,0,0,NA,0
1,54,4.00733327865601,5.75488758087158,5.78135967254639
1,0,0,NA,0
1,9,2.30258512496948,3.16992497444153,3.32192802429199
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,1341,7.20191621780396,10.3890933990479,10.3901691436768
1,0,0,NA,0
1,3501,8.16108989715576,11.7735509872437,11.7739629745483
1,99,4.60517024993896,6.62935638427734,6.64385604858398
1,0,0,NA,0
1,0,0,NA,0
1,6687,8.80807018280029,12.7071437835693,12.7073593139648
1,0,0,NA,0
1,1116,7.01840162277222,10.1241216659546,10.1254138946533
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,8793,9.08182525634766,13.1021394729614,13.1023035049438
1,0,0,NA,0
1,99,4.60517024993896,6.62935638427734,6.64385604858398
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,1611,7.38523101806641,10.6537408828735,10.6546363830566
1,3996,8.29329967498779,11.9643411636353,11.9647016525269
1,3420,8.13768863677979,11.7397804260254,11.7402019500732
1,243,5.49716806411743,7.92481231689453,7.93073749542236
1,0,0,NA,0
1,0,0,NA,0
1,8613,9.06114387512207,13.0722999572754,13.0724678039551
1,2358,7.76599311828613,11.20334815979,11.2039594650269
1,8316,9.02605724334717,13.021674156189,13.0218477249146
1,441,6.09131002426147,8.78463459014893,8.78790283203125
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,4563,8.42595481872559,12.1557664871216,12.1560831069946
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,2349,7.76217079162598,11.1978311538696,11.1984453201294
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,243,5.49716806411743,7.92481231689453,7.93073749542236
1,4599,8.43381118774414,12.1671047210693,12.1674184799194
1,0,0,NA,0
